Price,Property Type,Number Of Bedrooms,Number Of Bathrooms,Area,Location
660000,Floor,3,3,147,"Al Murjan, East Riyadh, Riyadh"
820000,Apartment,3,3,128,"Al Rimal, East Riyadh, Riyadh"
860000,Apartment,3,3,128,"Al Rimal, East Riyadh, Riyadh"
820000,Apartment,3,3,128,"Al Rimal, East Riyadh, Riyadh"
970000,Apartment,4,3,171,"Al Rimal, East Riyadh, Riyadh"
800000,Apartment,5,4,158,"Al Rimal, East Riyadh, Riyadh"
900000,Apartment,5,4,179,"Al Rimal, East Riyadh, Riyadh"
1150000,Villa,6,5,170,"Al Rimal, East Riyadh, Riyadh"
250000,Apartment,2,2,706,"Al Mraikh, North Jeddah, Jeddah"
270000,Apartment,2,3,3200,"Al Faisaliyah, Central Jeddah, Jeddah"
560000,Apartment,4,3,132,"Al Rabwa, North Jeddah, Jeddah"
610000,Apartment,5,4,202,"Al Hamdaniyah, North Jeddah, Jeddah"
2000000,Villa,6,5,300,"Alawali, West Riyadh, Riyadh"
1500000,Apartment,3,3,136,"Al Narjis, North Riyadh, Riyadh"
3550000,Villa,5,4,255,"Al Narjis, North Riyadh, Riyadh"
470000,Apartment,4,4,128,"Al Waha, North Jeddah, Jeddah"
1400000,Rest House,4,3,800,"Shuran, Madina"
330000,Apartment,3,2,105,"Umm Hablain Al Gharbia, Jeddah"
1400000,Floor,4,5,305,"Al Qadisiyah, East Riyadh, Riyadh"
4200000,Villa,4,3,300,"Al Arid, North Riyadh, Riyadh"
10000000,Rest House,2,2,3000,"Al Rimal, East Riyadh, Riyadh"
2700000,Villa,8,6,300,"Al Arid, North Riyadh, Riyadh"
2900000,Villa,8,6,291,"Al Arid, North Riyadh, Riyadh"
1500000,Villa,6,3,188,"Al Arid, North Riyadh, Riyadh"
900000,Apartment,4,4,115,"Al Arid, North Riyadh, Riyadh"
900000,Apartment,4,4,132,"Al Arid, North Riyadh, Riyadh"
2500000,Villa,5,4,300,"Al Mahdiyah, West Riyadh, Riyadh"
650000,Apartment,5,4,155,"Al Rabwa, North Jeddah, Jeddah"
920000,Floor,3,2,180,"Al Janadriyah, East Riyadh, Riyadh"
1300000,Villa,4,4,140,"Al Rawdah, North Jeddah, Jeddah"
950000,Apartment,3,5,139,"Al Rawdah, North Jeddah, Jeddah"
1050000,Floor,4,4,93,"Tuwaiq, West Riyadh, Riyadh"
850000,Floor,4,4,193,"Tuwaiq, West Riyadh, Riyadh"
610000,Floor,4,3,154,"Badr, South Riyadh, Riyadh"
800000,Apartment,6,4,209,"Batha Quraysh, Makkah"
650000,Apartment,5,3,151,"Batha Quraysh, Makkah"
480000,Apartment,3,2,102,"Batha Quraysh, Makkah"
750000,Apartment,5,3,181,"Batha Quraysh, Makkah"
650000,Apartment,5,4,240,"Batha Quraysh, Makkah"
1950000,Floor,5,5,438,"Qurtubah, East Riyadh, Riyadh"
1380000,Apartment,5,3,128,"Qurtubah, East Riyadh, Riyadh"
1000000,Floor,4,4,143,"Al Rimal, East Riyadh, Riyadh"
3000000,Villa,7,5,338,"Al Rimal, East Riyadh, Riyadh"
980000,Floor,6,3,148,"Al Rimal, East Riyadh, Riyadh"
1000000,Floor,4,4,193,"Al Qadisiyah, East Riyadh, Riyadh"
350000,Apartment,3,2,95,"Al Waha, North Jeddah, Jeddah"
485000,Apartment,4,2,138,"Al Marwah, North Jeddah, Jeddah"
2000000,Villa,7,5,195,"King Khalid International Airport, North Riyadh, Riyadh"
1800000,Villa,5,10,420,"Al Lulu, North Jeddah, Jeddah"
3500000,Villa,5,6,560,"Al Rimal, East Riyadh, Riyadh"
1000000,Apartment,3,3,165,"Al Rimal, East Riyadh, Riyadh"
1300000,Apartment,3,3,134,"Al Arid, North Riyadh, Riyadh"
730000,Floor,4,4,171,"Okaz, South Riyadh, Riyadh"
520000,Apartment,3,1,102,"Al Salamah, North Jeddah, Jeddah"
680000,Apartment,5,4,176,"Batha Quraysh, Makkah"
1650000,Apartment,4,4,199,"Al Malqa, North Riyadh, Riyadh"
1650000,Floor,4,4,195,"Qurtubah, East Riyadh, Riyadh"
1350000,Apartment,5,4,132,"Al Narjis, North Riyadh, Riyadh"
725000,Apartment,4,3,157,"Al Faisaliyah, Central Jeddah, Jeddah"
1350000,Apartment,3,2,6299,"Al Yasmin, North Riyadh, Riyadh"
1250000,Apartment,5,5,6299,"Al Yasmin, North Riyadh, Riyadh"
560000,Apartment,5,3,162,"Al Safa, North Jeddah, Jeddah"
3500000,Villa,4,5,300,"Al Arid, North Riyadh, Riyadh"
480000,Apartment,3,3,750,"Dirab, West Riyadh, Riyadh"
740000,Apartment,4,3,194,"Al Safa, North Jeddah, Jeddah"
1600000,Floor,3,3,223,"Al Munsiyah, East Riyadh, Riyadh"
980000,Apartment,3,3,120,"Al Munsiyah, East Riyadh, Riyadh"
650000,Apartment,4,4,179,"Batha Quraysh, Makkah"
840000,Apartment,4,4,186,"Batha Quraysh, Makkah"
520000,Apartment,3,4,183,"Al Dhurfah, Khamis Mushait"
520000,Apartment,3,4,183,"Al Dhurfah, Khamis Mushait"
530000,Apartment,3,4,189,"An Nuzhah 1, Ahad Rafidah"
1200000,Floor,4,4,225,"Alawali, West Riyadh, Riyadh"
2000000,Villa,4,5,276,"Al Maizilah, East Riyadh, Riyadh"
900000,Villa,8,6,225,"Dirab, West Riyadh, Riyadh"
430000,Apartment,4,3,2473,"Badr, South Riyadh, Riyadh"
1000000,Apartment,3,3,128,"Al Arid, North Riyadh, Riyadh"
750000,Apartment,4,3,179,"Al Manar, North Jeddah, Jeddah"
750000,Apartment,5,3,219,"Al Manar, North Jeddah, Jeddah"
1050000,Apartment,4,4,153,"Al Salamah, North Jeddah, Jeddah"
375000,Apartment,3,3,108,"Al Rayaan, North Jeddah, Jeddah"
1050000,Apartment,4,4,153,"Al Salamah, North Jeddah, Jeddah"
2000000,Floor,4,5,200,"Al Mahdiyah, West Riyadh, Riyadh"
4500000,Villa,5,4,450,"Al Mahdiyah, West Riyadh, Riyadh"
565000,Apartment,3,2,131,"Tuwaiq, West Riyadh, Riyadh"
630000,Floor,3,4,182,"Badr, South Riyadh, Riyadh"
880000,Apartment,2,4,140,"Al Mahdiyah, West Riyadh, Riyadh"
550000,Apartment,2,2,71,"Al Bayan Neighborhood, East Riyadh, Riyadh"
600000,Apartment,3,2,59,"Al Janadriyah, East Riyadh, Riyadh"
1250000,Floor,4,3,219,"Al Qadisiyah, East Riyadh, Riyadh"
700000,Floor,3,3,269,"Badr, South Riyadh, Riyadh"
2200000,Floor,3,3,186,"Al Qirawan, North Riyadh, Riyadh"
375000,Apartment,2,3,660,"Al Salamah, North Jeddah, Jeddah"
2500000,Villa,4,7,500,"Al Khaleej, East Riyadh, Riyadh"
850000,Floor,3,3,125,"Al Rimal, East Riyadh, Riyadh"
670000,Apartment,2,3,47,"Al Rimal, East Riyadh, Riyadh"
950000,Floor,3,4,225,"Al Janadriyah, East Riyadh, Riyadh"
750000,Floor,3,2,164,"Al Janadriyah, East Riyadh, Riyadh"
3000000,Villa,6,6,303,"King Khalid International Airport, North Riyadh, Riyadh"
830000,Apartment,3,3,136,"Al Rimal, East Riyadh, Riyadh"
499000,Apartment,5,3,166,"Governmental1, Jeddah"
520000,Apartment,1,2,88,"Al Salamah, North Jeddah, Jeddah"
2800000,Villa,5,5,613,Dhahran
1950000,Floor,3,4,187,"Qurtubah, East Riyadh, Riyadh"
900000,Floor,6,3,220,"Tuwaiq, West Riyadh, Riyadh"
1250000,Apartment,3,4,184,"Al Rawabi, East Riyadh, Riyadh"
2400000,Villa,5,3,250,"Al Munsiyah, East Riyadh, Riyadh"
490000,Apartment,3,3,125,"Bani Bayadah, Madina"
470000,Apartment,5,5,161,"Dirab, West Riyadh, Riyadh"
1500000,Floor,3,3,89,"Al Nafal, North Riyadh, Riyadh"
2100000,Villa,5,6,328,"Al Rimal, East Riyadh, Riyadh"
600000,Apartment,3,2,98,"Al Janadriyah, East Riyadh, Riyadh"
550000,Apartment,6,2,187,"Al Maealaa, Ahad Rafidah"
1650000,Apartment,3,4,199,"Al Malqa, North Riyadh, Riyadh"
3300000,Villa,3,3,200,"Al Narjis, North Riyadh, Riyadh"
1100000,Floor,3,4,183,"Alawali, West Riyadh, Riyadh"
570000,Apartment,4,3,208,"Al Jawhara, Dammam"
1020000,Villa,5,4,265,"Tuwaiq, West Riyadh, Riyadh"
850000,Floor,6,3,212,"Tuwaiq, West Riyadh, Riyadh"
700000,Apartment,4,3,160,"Al Marwah, North Jeddah, Jeddah"
750000,Apartment,5,3,219,"Al Manar, North Jeddah, Jeddah"
1700000,Apartment,4,4,197,"Qurtubah, East Riyadh, Riyadh"
569000,Apartment,5,3,161,"Al Rayaan, North Jeddah, Jeddah"
2450000,Villa,7,5,500,"Al Mahdiyah, West Riyadh, Riyadh"
380000,Apartment,3,3,98,"Batha Quraysh, Makkah"
550000,Apartment,5,3,171,"Al Marwah, North Jeddah, Jeddah"
1500000,Villa,9,7,400,"Al Zahrah, West Riyadh, Riyadh"
590000,Apartment,3,3,894,"Dhahrat Laban, West Riyadh, Riyadh"
1150000,Floor,7,3,283,"Tuwaiq, West Riyadh, Riyadh"
860000,Apartment,3,3,128,"Al Rimal, East Riyadh, Riyadh"
519000,Apartment,4,3,130,"Al Nuzhah, North Jeddah, Jeddah"
680000,Apartment,3,5,195,"Al Rayaan, North Jeddah, Jeddah"
750000,Apartment,5,4,199,"Al Safa, North Jeddah, Jeddah"
695000,Apartment,5,3,159,"Al Rayaan, North Jeddah, Jeddah"
1100000,Floor,3,4,167,"Al Rimal, East Riyadh, Riyadh"
1050000,Apartment,4,4,153,"Al Salamah, North Jeddah, Jeddah"
430000,Apartment,4,3,129,"Al Mraikh, North Jeddah, Jeddah"
850000,Apartment,3,3,124,"Al Nahdah, East Riyadh, Riyadh"
950000,Apartment,6,5,266,"Alawali, West Riyadh, Riyadh"
600000,Apartment,4,3,132,"Al Faisaliyah, Central Jeddah, Jeddah"
800000,Apartment,3,3,155,"Al Nahdah, East Riyadh, Riyadh"
1200000,Floor,4,3,196,"Al Khaleej, East Riyadh, Riyadh"
780000,Apartment,3,2,116,"Tuwaiq, West Riyadh, Riyadh"
1250000,Floor,5,6,337,"Al Rimal, East Riyadh, Riyadh"
1650000,Floor,4,4,195,"Qurtubah, East Riyadh, Riyadh"
690000,Villa,5,4,174,"Al Safa, North Jeddah, Jeddah"
1000000,Apartment,3,4,165,"Al Rimal, East Riyadh, Riyadh"
3750000,Villa,4,4,276,"Al Narjis, North Riyadh, Riyadh"
560000,Apartment,5,3,172,"Al Marwah, North Jeddah, Jeddah"
820000,Floor,3,6,179,"Al Janadriyah, East Riyadh, Riyadh"
1000000,Rest House,4,4,432,"Al Dar Al Baida, South Riyadh, Riyadh"
1600000,Rest House,4,3,625,"Taiba District, North Jeddah, Jeddah"
3000000,Villa,7,7,576,"Al Janadriyah, East Riyadh, Riyadh"
1400000,Apartment,4,4,208,"Al Nahdah, North Jeddah, Jeddah"
1700000,Apartment,4,4,164,"Al Nahdah, North Jeddah, Jeddah"
560000,Apartment,4,4,135,"Al Salamah, North Jeddah, Jeddah"
375000,Apartment,3,3,108,"Al Rayaan, North Jeddah, Jeddah"
840000,Apartment,7,4,252,"Governmental1, Jeddah"
520000,Apartment,5,3,174,"Governmental1, Jeddah"
450000,Apartment,4,3,121,"Al Rayaan, North Jeddah, Jeddah"
830000,Apartment,4,3,136,"Al Rimal, East Riyadh, Riyadh"
930000,Apartment,4,3,133,"Al Rimal, East Riyadh, Riyadh"
560000,Apartment,5,3,162,"Al Safa, North Jeddah, Jeddah"
1350000,Floor,4,4,196,"Al Munsiyah, East Riyadh, Riyadh"
1350000,Floor,4,4,196,"Al Munsiyah, East Riyadh, Riyadh"
1600000,Floor,4,4,292,"Al Rimal, East Riyadh, Riyadh"
1650000,Villa,5,6,356,"Al Bayan Neighborhood, East Riyadh, Riyadh"
730000,Apartment,5,3,130,"Al Naim, North Jeddah, Jeddah"
730000,Apartment,4,3,112,"Al Rawdah, North Jeddah, Jeddah"
900000,Apartment,4,3,158,"Al Naim, North Jeddah, Jeddah"
830000,Apartment,4,4,189,"Al Zahraa, North Jeddah, Jeddah"
560000,Apartment,4,8,123,"Al Salamah, North Jeddah, Jeddah"
850000,Apartment,2,3,124,"Al Nahdah, East Riyadh, Riyadh"
1500000,Floor,4,3,141,"Al Munsiyah, East Riyadh, Riyadh"
1600000,Floor,6,5,206,"Al Munsiyah, East Riyadh, Riyadh"
1450000,Floor,4,3,141,"Al Munsiyah, East Riyadh, Riyadh"
950000,Floor,4,3,271,"Al Janadriyah, East Riyadh, Riyadh"
1650000,Floor,4,5,183,"Al Munsiyah, East Riyadh, Riyadh"
1400000,Floor,3,4,201,"Al Nahdah, East Riyadh, Riyadh"
1000000,Apartment,3,3,108,"King Faisal, East Riyadh, Riyadh"
930000,Apartment,3,3,133,"Al Munsiyah, East Riyadh, Riyadh"
900000,Floor,4,3,197,"Al Qadisiyah, East Riyadh, Riyadh"
700000,Apartment,4,3,112,"Al Rawdah, North Jeddah, Jeddah"
1450000,Floor,3,4,236,"Al Nahdah, East Riyadh, Riyadh"
830000,Apartment,3,3,136,"Al Rimal, East Riyadh, Riyadh"
950000,Apartment,3,3,143,"Al Rimal, East Riyadh, Riyadh"
2600000,Villa,5,5,378,"Al Yarmuk, East Riyadh, Riyadh"
820000,Apartment,3,3,128,"Al Rimal, East Riyadh, Riyadh"
820000,Apartment,3,3,128,"Al Rimal, East Riyadh, Riyadh"
850000,Apartment,5,4,158,"Al Rimal, East Riyadh, Riyadh"
11275000,Residential Building,11,7,900,"Dhahrat Laban, West Riyadh, Riyadh"
4150000,Villa,7,7,371,"Al Munsiyah, East Riyadh, Riyadh"
1350000,Floor,5,4,186,"Al Munsiyah, East Riyadh, Riyadh"
1050000,Apartment,3,3,172,"Al Qadisiyah, East Riyadh, Riyadh"
950000,Apartment,3,4,163,"Al Rimal, East Riyadh, Riyadh"
570000,Apartment,3,3,142,"Tuwaiq, West Riyadh, Riyadh"
650000,Apartment,4,3,111,"Al Salamah, North Jeddah, Jeddah"
1850000,Apartment,3,5,213,"Al Malqa, North Riyadh, Riyadh"
770000,Apartment,4,4,630,"Badr, South Riyadh, Riyadh"
860000,Apartment,3,3,128,"Al Rimal, East Riyadh, Riyadh"
860000,Apartment,3,3,128,"Al Rimal, East Riyadh, Riyadh"
830000,Apartment,3,3,136,"Al Rimal, East Riyadh, Riyadh"
930000,Apartment,3,3,133,"Al Rimal, East Riyadh, Riyadh"
950000,Apartment,3,3,143,"Al Rimal, East Riyadh, Riyadh"
950000,Apartment,3,3,143,"Al Rimal, East Riyadh, Riyadh"
2000000,Villa,6,4,200,"Al Mahdiyah, West Riyadh, Riyadh"
2700000,Villa,4,6,580,"Al Rimal, East Riyadh, Riyadh"
790000,Apartment,5,3,175,"Al Salamah, North Jeddah, Jeddah"
1100000,Apartment,7,5,301,"Al Rayaan, North Jeddah, Jeddah"
470000,Apartment,5,3,136,"Al Mraikh, North Jeddah, Jeddah"
530000,Apartment,4,3,124,"Al Waha, North Jeddah, Jeddah"
730000,Apartment,5,4,188,"Al Safa, North Jeddah, Jeddah"
685000,Apartment,5,4,179,"Al Safa, North Jeddah, Jeddah"
645000,Apartment,4,3,158,"Al Safa, North Jeddah, Jeddah"
720000,Apartment,5,4,164,"Al Sawari, North Jeddah, Jeddah"
680000,Apartment,5,4,169,"Al Sawari, North Jeddah, Jeddah"
2000000,Floor,4,4,264,"Al Munsiyah, East Riyadh, Riyadh"
1380000,Apartment,4,3,128,"Qurtubah, East Riyadh, Riyadh"
3500000,Villa,5,4,525,"Ishbiliyah, East Riyadh, Riyadh"
1300000,Floor,5,3,180,"Al Nahdah, East Riyadh, Riyadh"
950000,Floor,4,3,185,"Al Nahdah, East Riyadh, Riyadh"
2500000,Villa,5,6,250,"King Faisal, East Riyadh, Riyadh"
480000,Apartment,5,3,167,"Governmental1, Jeddah"
350000,Apartment,3,3,616,"Al Rabwa, North Jeddah, Jeddah"
333000,Apartment,3,3,662,"Al Rabwa, North Jeddah, Jeddah"
430000,Apartment,2,2,1049,"Al Hamraa, Central Jeddah, Jeddah"
760000,Apartment,5,4,170,"Al Qusor, Dammam"
590000,Apartment,5,4,177,"Al Zuhur, Dammam"
3500000,Villa,4,4,400,"Sidra, Riyadh"
1130000,Apartment,3,3,146,"Al Munsiyah, East Riyadh, Riyadh"
1150000,Apartment,3,3,129,"Al Munsiyah, East Riyadh, Riyadh"
800000,Apartment,3,2,169,"Al Nahdah, East Riyadh, Riyadh"
1050000,Floor,5,3,178,"Al Bayan Neighborhood, East Riyadh, Riyadh"
800000,Apartment,3,2,389,"Al Rimal, East Riyadh, Riyadh"
840000,Apartment,3,3,127,"Al Zahraa, North Jeddah, Jeddah"
700000,Apartment,4,4,2400,"Al Rawdah, North Jeddah, Jeddah"
585000,Apartment,2,3,2000,"Al Nahdah, North Jeddah, Jeddah"
525,Apartment,3,3,520,"Al Salamah, North Jeddah, Jeddah"
2000000,Villa,8,6,350,"Al Janadriyah, East Riyadh, Riyadh"
3400000,Villa,9,9,450,"Al Mahdiyah, West Riyadh, Riyadh"
2400000,Apartment,1,1,99,"Al Olaya, North Riyadh, Riyadh"
1350000,Apartment,2,2,109,"Al Arid, North Riyadh, Riyadh"
3850000,Villa,5,3,312,"Al Narjis, North Riyadh, Riyadh"
4000000,Villa,4,7,312,"Al Munsiyah, East Riyadh, Riyadh"
850000,Apartment,5,4,207,"Al Sawari, North Jeddah, Jeddah"
800000,Apartment,2,2,139,"Al Rimal, East Riyadh, Riyadh"
1250000,Apartment,3,4,149,"Al Rawdah, North Jeddah, Jeddah"
1150000,Apartment,3,2,110,"Al Arid, North Riyadh, Riyadh"
3000000,Villa,11,7,630,"Agruba, Al Jubaylah"
1450000,Villa,8,7,303,"Al Lulu, Al Khobar"
1500000,Floor,3,3,129,"Al Narjis, North Riyadh, Riyadh"
950000,Floor,4,4,192,"Al Qadisiyah, East Riyadh, Riyadh"
830000,Apartment,3,3,136,"Al Rimal, East Riyadh, Riyadh"
950000,Apartment,3,3,143,"Al Rimal, East Riyadh, Riyadh"
1400000,Apartment,4,4,208,"Al Nahdah, North Jeddah, Jeddah"
1700000,Apartment,4,4,164,"Al Nahdah, North Jeddah, Jeddah"
950000,Apartment,3,4,143,"Al Rimal, East Riyadh, Riyadh"
3400000,Villa,11,9,738,"Obhur Al Shamaliyah, North Jeddah, Jeddah"
750000,Apartment,4,3,114,"Al Rawdah, North Jeddah, Jeddah"
900000,Floor,5,4,200,"Al Shifa, South Riyadh, Riyadh"
900000,Floor,7,4,216,"Al Shifa, South Riyadh, Riyadh"
3049000,Villa,4,4,6682,"Al Bahar, Al Khobar"
499000,Apartment,3,2,154,"Al Sakb, Madina"
1600000,Villa,5,3,200,"Al Lulu, North Jeddah, Jeddah"
1250000,Apartment,3,3,177,"Al Malqa, North Riyadh, Riyadh"
1750000,Villa,6,4,420,"Al Hamdaniyah, North Jeddah, Jeddah"
1250000,Floor,3,4,202,"Al Munsiyah, East Riyadh, Riyadh"
1150000,Floor,3,4,144,"Al Munsiyah, East Riyadh, Riyadh"
1500000,Villa,11,7,375,"Al Nahdah, East Riyadh, Riyadh"
950000,Floor,5,5,192,"Al Qadisiyah, East Riyadh, Riyadh"
450000,Apartment,3,1,170,"Al Hazm, West Riyadh, Riyadh"
4900000,Villa,6,4,450,"Al Aqiq, North Riyadh, Riyadh"
760000,Apartment,4,3,148,"Al Saadah, East Riyadh, Riyadh"
2800000,Villa,5,5,345,"Qurtubah, East Riyadh, Riyadh"
2700000,Villa,11,11,384,"Al Bayan Neighborhood, East Riyadh, Riyadh"
1990000,Apartment,3,3,174,"Al Malqa, North Riyadh, Riyadh"
880000,Apartment,4,3,139,"Al Saadah, East Riyadh, Riyadh"
850000,Apartment,3,3,123,"Al Saadah, East Riyadh, Riyadh"
560000,Apartment,4,3,130,"Al Manar, North Jeddah, Jeddah"
520000,Apartment,4,3,124,"Al Waha, North Jeddah, Jeddah"
550000,Apartment,3,3,104,"Alawali, West Riyadh, Riyadh"
3000000,Villa,7,5,850,"Al Nadwa District, East Riyadh, Riyadh"
540000,Apartment,4,3,132,"Al Rabwa, North Jeddah, Jeddah"
800000,Floor,3,4,212,"Al Dar Al Baida, South Riyadh, Riyadh"
545000,Apartment,3,3,119,"Okaz, South Riyadh, Riyadh"
605000,Apartment,3,3,167,"Okaz, South Riyadh, Riyadh"
2500000,Villa,4,4,265,"Al Arid, North Riyadh, Riyadh"
1200000,Villa,4,3,547,"Dhahrat Laban, West Riyadh, Riyadh"
635000,Apartment,4,3,115,"Al Hazm, West Riyadh, Riyadh"
3500000,Villa,7,5,350,"Al Nafal, North Riyadh, Riyadh"
20000000,Villa,11,7,1500,"Al Nafal, North Riyadh, Riyadh"
20250000,Rest House,2,2,2700,"Al Nafal, North Riyadh, Riyadh"
1700000,Villa,4,2,225,"Al Rimal, East Riyadh, Riyadh"
1800000,Villa,4,5,285,"Al Qadisiyah, East Riyadh, Riyadh"
20000000,Villa,11,7,1500,"Al Nafal, North Riyadh, Riyadh"
3500000,Villa,7,7,350,"Al Nafal, North Riyadh, Riyadh"
3800000,Villa,7,6,348,"Al Yasmin, North Riyadh, Riyadh"
1500000,Apartment,3,3,98,"Al Malqa, North Riyadh, Riyadh"
600000,Floor,2,2,74,"Al Rimal, East Riyadh, Riyadh"
850000,Floor,3,4,138,"Al Rimal, East Riyadh, Riyadh"
1150000,Apartment,3,3,147,"Al Munsiyah, East Riyadh, Riyadh"
770000,Apartment,3,2,1578,"Al Qadisiyah, East Riyadh, Riyadh"
1900000,Villa,4,5,315,"Al Maizilah, East Riyadh, Riyadh"
2100000,Floor,4,5,343,"Al Yarmuk, East Riyadh, Riyadh"
1700000,Floor,4,5,292,"Al Rimal, East Riyadh, Riyadh"
1300000,Floor,3,4,167,"Al Rimal, East Riyadh, Riyadh"
1500000,Floor,3,4,225,"Al Yarmuk, East Riyadh, Riyadh"
1150000,Floor,3,4,196,"Al Nahdah, East Riyadh, Riyadh"
1450000,Floor,3,5,236,"Al Nahdah, East Riyadh, Riyadh"
1500000,Villa,5,6,195,"King Khalid International Airport, North Riyadh, Riyadh"
2350000,Villa,8,7,360,"Al Janadriyah, East Riyadh, Riyadh"
1050000,Villa,3,5,385,"Tuwaiq, West Riyadh, Riyadh"
2000000,Villa,5,4,270,"Al Rimal, East Riyadh, Riyadh"
1550000,Floor,4,3,57,"Al Arid, North Riyadh, Riyadh"
1100000,Apartment,2,2,94,"Al Malqa, North Riyadh, Riyadh"
2100000,Villa,5,5,354,"Al Mahdiyah, West Riyadh, Riyadh"
540000,Apartment,4,4,163,"Al Hamra, Al Khobar"
540000,Apartment,3,4,163,"Al Hamra, Al Khobar"
2500000,Floor,3,4,600,"Al Arid, North Riyadh, Riyadh"
540000,Apartment,4,3,131,"Al Marwah, North Jeddah, Jeddah"
1450000,Floor,3,3,1832,"Al Arid, North Riyadh, Riyadh"
1170000,Floor,4,4,233,"Al Rimal, East Riyadh, Riyadh"
850000,Floor,5,4,250,"Dirab, West Riyadh, Riyadh"
1450000,Floor,3,4,188,"Al Safa, East Riyadh, Riyadh"
1200000,Apartment,5,4,170,"Al Salamah, North Jeddah, Jeddah"
470,Apartment,3,2,114,"Tuwaiq, West Riyadh, Riyadh"
1000000,Floor,3,2,159,"Al Qadisiyah, East Riyadh, Riyadh"
5200000,Villa,6,11,556,"Al Muhammadiyah, North Jeddah, Jeddah"
1750000,Villa,5,5,375,"Tuwaiq, West Riyadh, Riyadh"
1350000,Apartment,5,5,257,"Al Rimal, East Riyadh, Riyadh"
2300000,Villa,6,5,221,"Al Munsiyah, East Riyadh, Riyadh"
978000,Apartment,4,3,118,"Al Munsiyah, East Riyadh, Riyadh"
1250000,Apartment,4,3,257,"Al Rimal, East Riyadh, Riyadh"
1650000,Floor,4,3,190,"Qurtubah, East Riyadh, Riyadh"
800000,Floor,3,3,155,"Al Rimal, East Riyadh, Riyadh"
1800000,Villa,8,11,437,"Al Sheraa, Al Khobar"
560000,Apartment,5,4,174,"Al Zuhur, Dammam"
1000000,Apartment,4,5,233,"Dhahrat Laban, West Riyadh, Riyadh"
900000,Apartment,4,3,141,"Al Rawdah, North Jeddah, Jeddah"
2800000,Apartment,4,3,136,"Al Olaya, North Riyadh, Riyadh"
1080000,Villa,5,3,359,"Al Dar Al Baida, South Riyadh, Riyadh"
580000,Apartment,6,4,3225,"Al Shulah, Dammam"
600000,Apartment,6,4,220,"Al Shulah, Dammam"
490000,Apartment,4,4,172,"Badr, Dammam"
800000,Apartment,4,5,630,"Badr, South Riyadh, Riyadh"
2900000,Villa,5,6,409,"Al Yarmuk, East Riyadh, Riyadh"
680000,Floor,6,4,185,"Okaz, South Riyadh, Riyadh"
850000,Floor,10,5,145,"Al Dar Al Baida, South Riyadh, Riyadh"
590000,Apartment,3,3,133,"Al Hazm, West Riyadh, Riyadh"
840000,Apartment,5,4,192,"Al Faisaliyah, Central Jeddah, Jeddah"
550000,Apartment,3,3,145,"Batha Quraysh, Makkah"
780000,Floor,6,5,259,"Okaz, South Riyadh, Riyadh"
820000,Apartment,3,3,128,"Al Rimal, East Riyadh, Riyadh"
820000,Apartment,3,3,128,"Al Rimal, East Riyadh, Riyadh"
820000,Apartment,3,3,128,"Al Rimal, East Riyadh, Riyadh"
860000,Apartment,3,3,128,"Al Rimal, East Riyadh, Riyadh"
830000,Apartment,3,3,136,"Al Rimal, East Riyadh, Riyadh"
600000,Apartment,4,3,127,"Batha Quraysh, Makkah"
1650000,Villa,5,5,356,"Al Bayan Neighborhood, East Riyadh, Riyadh"
1800000,Villa,6,6,307,"Al Rimal, East Riyadh, Riyadh"
900000,Floor,3,3,169,"Al Nadwa District, East Riyadh, Riyadh"
1700000,Villa,5,6,225,"Al Rimal, East Riyadh, Riyadh"
2300000,Villa,5,6,420,"Al Bayan Neighborhood, East Riyadh, Riyadh"
950000,Floor,3,4,156,"Al Rimal, East Riyadh, Riyadh"
1450000,Apartment,4,3,174,"Qurtubah, East Riyadh, Riyadh"
2000000,Villa,4,5,400,"Al Mahdiyah, West Riyadh, Riyadh"
1050000,Floor,3,3,270,"Al Nadwa District, East Riyadh, Riyadh"
3700000,Villa,6,5,500,"Agruba, Al Jubaylah"
1150000,Apartment,3,3,144,"Al Mahdiyah, West Riyadh, Riyadh"
2250000,Apartment,3,3,168,"Al Mahdiyah, West Riyadh, Riyadh"
560000,Apartment,4,3,135,"Al Salamah, North Jeddah, Jeddah"
695000,Apartment,5,3,159,"Al Rayaan, North Jeddah, Jeddah"
375000,Apartment,3,3,108,"Al Rayaan, North Jeddah, Jeddah"
519000,Apartment,4,3,130,"Al Nuzhah, North Jeddah, Jeddah"
840000,Apartment,7,4,252,"Governmental1, Jeddah"
520000,Apartment,5,4,174,"Governmental1, Jeddah"
2200000,Villa,5,6,339,"Al Mahdiyah, West Riyadh, Riyadh"
2500000,Villa,5,6,499,"Al Mahdiyah, West Riyadh, Riyadh"
2600000,Villa,7,7,319,"Al Mahdiyah, West Riyadh, Riyadh"
610000,Floor,5,4,182,"Badr, South Riyadh, Riyadh"
550000,Floor,5,3,139,"Badr, South Riyadh, Riyadh"
1100000,Floor,3,3,209,"Tuwaiq, West Riyadh, Riyadh"
970000,Villa,6,3,265,"Tuwaiq, West Riyadh, Riyadh"
2200000,Villa,5,5,366,"Al Mahdiyah, West Riyadh, Riyadh"
1450000,Apartment,3,3,765,"Al Qirawan, North Riyadh, Riyadh"
1100000,Villa,5,4,250,"Uhud, South Riyadh, Riyadh"
1700000,Apartment,3,3,197,"Qurtubah, East Riyadh, Riyadh"
