Price,Property Type,Number Of Bedrooms,Number Of Bathrooms,Area,Location
2600000,VILLA,5,8,376,OTHER
700000,APARTMENT,3,3,135,"AL QADISIYAH, EAST RIYADH, RIYADH"
3500000,VILLA,11,9,625,OTHER
800000,APARTMENT,4,3,146,"AL RAWDAH, NORTH JEDDAH, JEDDAH"
2500000,VILLA,3,4,250,"AL MUNSIYAH, EAST RIYADH, RIYADH"
1839000,APARTMENT,4,4,150,OTHER
1500000,FLOOR,3,3,141,"AL MUNSIYAH, EAST RIYADH, RIYADH"
1300000,FLOOR,3,4,180,OTHER
1380000,APARTMENT,4,4,128,"QURTUBAH, EAST RIYADH, RIYADH"
2500000,VILLA,4,8,250,OTHER
530000,APARTMENT,4,3,130,OTHER
1650000,VILLA,6,5,200,OTHER
650000,APARTMENT,5,3,172,OTHER
750000,APARTMENT,5,5,161,"OKAZ, SOUTH RIYADH, RIYADH"
750000,APARTMENT,6,6,200,"OKAZ, SOUTH RIYADH, RIYADH"
1700000,APARTMENT,3,3,104,OTHER
890000,APARTMENT,3,3,136,"AL RIMAL, EAST RIYADH, RIYADH"
700000,APARTMENT,5,4,188,OTHER
3800000,VILLA,7,6,312,"AL ARID, NORTH RIYADH, RIYADH"
339000,APARTMENT,4,3,734,OTHER
450000,APARTMENT,4,3,129,OTHER
920000,VILLA,6,5,333,OTHER
2100000,VILLA,6,6,200,"AL MAHDIYAH, WEST RIYADH, RIYADH"
1750000,VILLA,5,5,273,"AL MAHDIYAH, WEST RIYADH, RIYADH"
500000,APARTMENT,3,3,199,"BADR, SOUTH RIYADH, RIYADH"
16000000,VILLA,11,11,1200,"AL NARJIS, NORTH RIYADH, RIYADH"
570000,APARTMENT,3,3,155,OTHER
1750000,APARTMENT,3,3,130,"AL NARJIS, NORTH RIYADH, RIYADH"
4000000,VILLA,10,3,364,OTHER
490000,APARTMENT,3,3,94,"AL SALAMAH, NORTH JEDDAH, JEDDAH"
820000,VILLA,5,5,393,OTHER
950000,VILLA,5,6,300,OTHER
1850000,FLOOR,3,4,186,"QURTUBAH, EAST RIYADH, RIYADH"
795000,APARTMENT,4,3,158,"AL RIMAL, EAST RIYADH, RIYADH"
850000,APARTMENT,6,4,207,OTHER
415000,APARTMENT,3,3,102,OTHER
790000,APARTMENT,5,4,179,OTHER
2000000,VILLA,4,5,370,"AL MAHDIYAH, WEST RIYADH, RIYADH"
750000,APARTMENT,3,3,113,"AL RAWDAH, NORTH JEDDAH, JEDDAH"
920000,APARTMENT,3,4,143,OTHER
1030000,FLOOR,4,3,789,"AL RIMAL, EAST RIYADH, RIYADH"
435000,APARTMENT,3,3,108,OTHER
1600000,VILLA,7,5,341,"AL RIMAL, EAST RIYADH, RIYADH"
1100000,VILLA,5,3,341,"AL RIMAL, EAST RIYADH, RIYADH"
1050000,APARTMENT,3,3,116,"AL NARJIS, NORTH RIYADH, RIYADH"
4000000,VILLA,7,7,345,OTHER
1070000,VILLA,8,6,200,OTHER
1650000,VILLA,11,7,275,OTHER
1150000,APARTMENT,5,4,182,"AL RAWDAH, NORTH JEDDAH, JEDDAH"
510000,APARTMENT,4,3,130,OTHER
430000,APARTMENT,4,3,122,OTHER
4500000,VILLA,8,7,850,OTHER
1450000,VILLA,11,7,300,OTHER
660000,APARTMENT,5,4,192,OTHER
2200000,VILLA,5,6,455,OTHER
950000,FLOOR,4,4,342,"AL RIMAL, EAST RIYADH, RIYADH"
2900000,VILLA,4,4,341,"AL RIMAL, EAST RIYADH, RIYADH"
730000,APARTMENT,5,3,135,"AL RAWDAH, NORTH JEDDAH, JEDDAH"
3000000,VILLA,8,7,337,"AL ARID, NORTH RIYADH, RIYADH"
489999,APARTMENT,3,4,168,"OKAZ, SOUTH RIYADH, RIYADH"
2200000,VILLA,10,5,450,OTHER
650000,APARTMENT,3,3,184,"TUWAIQ, WEST RIYADH, RIYADH"
3100000,VILLA,8,8,300,"AL NARJIS, NORTH RIYADH, RIYADH"
549000,APARTMENT,3,3,16975,OTHER
4150000,VILLA,6,5,371,"AL MUNSIYAH, EAST RIYADH, RIYADH"
1000000,FLOOR,4,4,165,"AL JANADRIYAH, EAST RIYADH, RIYADH"
1250000,VILLA,4,4,260,"AL JANADRIYAH, EAST RIYADH, RIYADH"
1300000,VILLA,6,3,440,OTHER
570000,FLOOR,3,3,117,"BADR, SOUTH RIYADH, RIYADH"
3500000,VILLA,7,7,324,"AL MUNSIYAH, EAST RIYADH, RIYADH"
1350000,APARTMENT,4,3,188,"QURTUBAH, EAST RIYADH, RIYADH"
3200000,VILLA,6,4,487,OTHER
2100000,REST HOUSE,3,3,400,OTHER
2000000,APARTMENT,3,5,182,OTHER
600000,APARTMENT,4,2,136,OTHER
600000,APARTMENT,5,3,175,OTHER
1410000,APARTMENT,3,3,126,OTHER
5490000,VILLA,4,5,300,OTHER
2100000,FLOOR,5,5,660,"AL NARJIS, NORTH RIYADH, RIYADH"
1350000,FLOOR,5,3,172,OTHER
1000000,APARTMENT,4,3,66,OTHER
700000,APARTMENT,3,3,65,"AL RIMAL, EAST RIYADH, RIYADH"
1650000,VILLA,3,3,257,"AL RIMAL, EAST RIYADH, RIYADH"
850000,FLOOR,3,3,172,"AL RIMAL, EAST RIYADH, RIYADH"
550000,APARTMENT,3,3,140,OTHER
3500000,VILLA,6,5,625,OTHER
560000,FLOOR,2,3,134,"BADR, SOUTH RIYADH, RIYADH"
1800000,VILLA,4,4,359,"AL JANADRIYAH, EAST RIYADH, RIYADH"
1050000,VILLA,5,5,265,"TUWAIQ, WEST RIYADH, RIYADH"
1950000,FLOOR,4,6,204,"QURTUBAH, EAST RIYADH, RIYADH"
4600000,VILLA,4,5,300,"AL NARJIS, NORTH RIYADH, RIYADH"
650000,FLOOR,4,4,149,"BADR, SOUTH RIYADH, RIYADH"
850000,FLOOR,3,4,130,"TUWAIQ, WEST RIYADH, RIYADH"
450000,APARTMENT,4,3,126,OTHER
6000000,VILLA,6,6,480,OTHER
3750000,VILLA,11,7,350,OTHER
1500000,REST HOUSE,4,2,3450,OTHER
830000,FLOOR,9,4,246,"TUWAIQ, WEST RIYADH, RIYADH"
2200000,VILLA,5,6,540,"AL RIMAL, EAST RIYADH, RIYADH"
1150000,VILLA,4,2,315,"AL JANADRIYAH, EAST RIYADH, RIYADH"
1050000,FLOOR,4,3,200,"AL JANADRIYAH, EAST RIYADH, RIYADH"
1150000,VILLA,4,5,288,"AL JANADRIYAH, EAST RIYADH, RIYADH"
800000,APARTMENT,3,4,205,"AL JANADRIYAH, EAST RIYADH, RIYADH"
1500000,APARTMENT,3,3,127,OTHER
4500000,VILLA,6,4,405,"AL MAHDIYAH, WEST RIYADH, RIYADH"
1100000,VILLA,3,3,300,"BADR, SOUTH RIYADH, RIYADH"
850000,FLOOR,3,3,192,"AL RIMAL, EAST RIYADH, RIYADH"
600000,APARTMENT,3,3,98,"AL JANADRIYAH, EAST RIYADH, RIYADH"
750000,FLOOR,4,4,164,"AL JANADRIYAH, EAST RIYADH, RIYADH"
950000,FLOOR,5,5,225,"AL JANADRIYAH, EAST RIYADH, RIYADH"
1200000,FLOOR,4,4,196,OTHER
1650000,VILLA,6,6,437,OTHER
2000000,VILLA,6,6,437,OTHER
950000,VILLA,4,5,392,OTHER
4500000,VILLA,8,7,900,OTHER
1500000,REST HOUSE,10,5,600,OTHER
800000,FLOOR,3,4,164,"TUWAIQ, WEST RIYADH, RIYADH"
1950000,VILLA,9,6,300,OTHER
2000000,VILLA,5,5,327,"AL MAHDIYAH, WEST RIYADH, RIYADH"
2200000,VILLA,5,4,283,"AL RIMAL, EAST RIYADH, RIYADH"
4500000,VILLA,8,6,855,OTHER
6000000,APARTMENT,3,3,115,OTHER
260000,REST HOUSE,3,2,440,OTHER
1280000,VILLA,4,5,461,OTHER
870000,VILLA,6,7,230,OTHER
850000,VILLA,5,3,310,OTHER
2700000,VILLA,7,8,318,OTHER
700000,REST HOUSE,10,10,450,OTHER
900000,APARTMENT,5,4,229,OTHER
3400000,APARTMENT,2,2,169,OTHER
1800000,VILLA,5,5,630,OTHER
820000,APARTMENT,4,3,234,OTHER
750000,APARTMENT,5,3,200,OTHER
4000000,VILLA,11,7,625,OTHER
320000,VILLA,6,3,114,OTHER
510000,APARTMENT,4,3,131,OTHER
1257000,APARTMENT,3,3,128,"AL MUNSIYAH, EAST RIYADH, RIYADH"
950000,FLOOR,4,3,341,"AL RIMAL, EAST RIYADH, RIYADH"
3300000,VILLA,6,7,357,"QURTUBAH, EAST RIYADH, RIYADH"
1537500,VILLA,5,5,200,OTHER
1600000,VILLA,4,5,319,OTHER
510000,APARTMENT,3,3,185,"OKAZ, SOUTH RIYADH, RIYADH"
700000,VILLA,5,5,450,OTHER
3500000,VILLA,11,8,594,OTHER
3049000,VILLA,4,3,6682,OTHER
1400000,FLOOR,3,3,260,"AL RIMAL, EAST RIYADH, RIYADH"
860000,FLOOR,2,4,500,OTHER
1599000,FLOOR,3,3,687,OTHER
6900000,VILLA,7,6,475,OTHER
912000,VILLA,4,4,290,"BADR, SOUTH RIYADH, RIYADH"
1750000,VILLA,5,4,459,OTHER
645000,APARTMENT,6,4,179,OTHER
780000,VILLA,4,3,211,OTHER
2100000,VILLA,7,3,500,OTHER
810000,VILLA,5,3,250,OTHER
800000,FLOOR,4,3,403,OTHER
850000,APARTMENT,4,3,139,OTHER
1200000,VILLA,8,7,500,OTHER
1900000,VILLA,6,6,250,OTHER
830000,APARTMENT,5,5,170,OTHER
1500000,VILLA,10,6,625,OTHER
1800000,VILLA,7,5,465,OTHER
2100000,VILLA,3,3,220,"AL MUNSIYAH, EAST RIYADH, RIYADH"
1070000,VILLA,4,4,263,"TUWAIQ, WEST RIYADH, RIYADH"
4400000,VILLA,4,6,496,"AL MUNSIYAH, EAST RIYADH, RIYADH"
1600000,FLOOR,3,4,206,"AL MUNSIYAH, EAST RIYADH, RIYADH"
1150000,FLOOR,3,3,196,OTHER
1300000,APARTMENT,3,2,212,OTHER
1099000,APARTMENT,3,2,1124,OTHER
1470000,VILLA,5,3,289,"AL JANADRIYAH, EAST RIYADH, RIYADH"
4300000,VILLA,5,6,750,OTHER
685000,APARTMENT,5,4,124,"AL RIMAL, EAST RIYADH, RIYADH"
720000,FLOOR,3,3,143,"TUWAIQ, WEST RIYADH, RIYADH"
750000,APARTMENT,3,3,128,"AL RIMAL, EAST RIYADH, RIYADH"
1750000,VILLA,10,6,500,OTHER
6700000,REST HOUSE,6,8,916,"AL ARID, NORTH RIYADH, RIYADH"
770000,APARTMENT,5,5,170,OTHER
2600000,VILLA,7,6,500,OTHER
900000,REST HOUSE,3,2,750,OTHER
1400000,VILLA,3,2,300,OTHER
1950000,FLOOR,4,5,204,"QURTUBAH, EAST RIYADH, RIYADH"
1700000,VILLA,11,2,360,OTHER
6500000,VILLA,3,2,476,"AL ARID, NORTH RIYADH, RIYADH"
800000,FLOOR,3,3,193,"TUWAIQ, WEST RIYADH, RIYADH"
950000,APARTMENT,3,4,1237,OTHER
9000000,VILLA,8,9,546,OTHER
1399000,FLOOR,3,3,170,OTHER
765000,APARTMENT,3,4,166,OTHER
1010000,APARTMENT,3,3,123,"AL RIMAL, EAST RIYADH, RIYADH"
690000,APARTMENT,3,3,177,"BADR, SOUTH RIYADH, RIYADH"
690000,APARTMENT,4,3,177,"BADR, SOUTH RIYADH, RIYADH"
1500000,REST HOUSE,1,3,2000,OTHER
1500000,REST HOUSE,2,2,2000,OTHER
1350000,FLOOR,2,3,160,"AL RIMAL, EAST RIYADH, RIYADH"
1050000,VILLA,5,5,262,OTHER
1150000,VILLA,4,5,148,"AL RIMAL, EAST RIYADH, RIYADH"
850000,FLOOR,3,5,204,"AL JANADRIYAH, EAST RIYADH, RIYADH"
6000000,VILLA,4,3,560,OTHER
800000,FLOOR,3,4,500,OTHER
930000,FLOOR,5,4,251,"AL JANADRIYAH, EAST RIYADH, RIYADH"
3500000,VILLA,10,7,349,"AL MUNSIYAH, EAST RIYADH, RIYADH"
1550000,VILLA,7,5,420,OTHER
470000,APARTMENT,5,3,126,OTHER
2000000,VILLA,10,9,196,OTHER
950000,VILLA,5,5,167,"AL JANADRIYAH, EAST RIYADH, RIYADH"
1200000,VILLA,6,5,425,OTHER
950000,VILLA,8,6,488,OTHER
1000000,FLOOR,4,4,172,"AL QADISIYAH, EAST RIYADH, RIYADH"
1150000,VILLA,8,7,473,OTHER
630000,APARTMENT,7,1,192,OTHER
740000,FLOOR,4,3,176,"BADR, SOUTH RIYADH, RIYADH"
780000,APARTMENT,5,5,170,OTHER
2400000,VILLA,6,9,200,"AL MAHDIYAH, WEST RIYADH, RIYADH"
1100000,APARTMENT,4,3,600,OTHER
1900000,VILLA,4,8,235,OTHER
2695000,APARTMENT,4,2,257,OTHER
800000,FLOOR,3,3,500,OTHER
540000,APARTMENT,3,3,163,"OKAZ, SOUTH RIYADH, RIYADH"
4000000,VILLA,4,4,420,"QURTUBAH, EAST RIYADH, RIYADH"
1650000,FLOOR,3,4,198,"QURTUBAH, EAST RIYADH, RIYADH"
2150000,VILLA,5,5,225,"AL RIMAL, EAST RIYADH, RIYADH"
2600000,VILLA,6,6,413,OTHER
1020000,APARTMENT,3,4,129,"AL MUNSIYAH, EAST RIYADH, RIYADH"
1350000,FLOOR,4,4,196,OTHER
999000,APARTMENT,2,2,79,OTHER
1699000,APARTMENT,3,3,140,OTHER
1400000,FLOOR,4,4,201,OTHER
650000,APARTMENT,5,3,181,OTHER
1250000,APARTMENT,3,3,142,"AL RIMAL, EAST RIYADH, RIYADH"
975000,APARTMENT,3,3,136,"AL RIMAL, EAST RIYADH, RIYADH"
810000,APARTMENT,3,3,139,"AL RIMAL, EAST RIYADH, RIYADH"
960000,APARTMENT,3,3,136,"AL RIMAL, EAST RIYADH, RIYADH"
1013000,APARTMENT,3,3,124,"AL RIMAL, EAST RIYADH, RIYADH"
805000,APARTMENT,3,3,139,"AL RIMAL, EAST RIYADH, RIYADH"
860000,FLOOR,3,3,500,OTHER
450000,APARTMENT,3,3,176,"BADR, SOUTH RIYADH, RIYADH"
690000,APARTMENT,6,5,219,OTHER
950000,FLOOR,4,3,105,"AL RIMAL, EAST RIYADH, RIYADH"
1150000,FLOOR,3,3,125,"AL RIMAL, EAST RIYADH, RIYADH"
3990000,VILLA,3,4,200,OTHER
590000,APARTMENT,3,3,133,OTHER
450000,FLOOR,3,3,735,"BADR, SOUTH RIYADH, RIYADH"
1050000,FLOOR,4,4,200,"AL JANADRIYAH, EAST RIYADH, RIYADH"
620000,FLOOR,4,4,250,"TUWAIQ, WEST RIYADH, RIYADH"
680000,APARTMENT,3,2,144,"TUWAIQ, WEST RIYADH, RIYADH"
450000,APARTMENT,3,2,167,"BADR, SOUTH RIYADH, RIYADH"
690000,FLOOR,4,3,163,OTHER
1950000,FLOOR,4,5,187,"QURTUBAH, EAST RIYADH, RIYADH"
1150000,APARTMENT,3,3,147,"AL MUNSIYAH, EAST RIYADH, RIYADH"
750000,VILLA,10,7,500,OTHER
460000,FLOOR,3,5,61,OTHER
1150000,APARTMENT,3,4,133,OTHER
700000,APARTMENT,3,2,352,OTHER
680000,APARTMENT,3,4,234,OTHER
775000,APARTMENT,3,5,272,OTHER
550000,APARTMENT,5,3,171,OTHER
580000,APARTMENT,6,4,203,OTHER
950000,VILLA,8,7,312,OTHER
3000000,VILLA,5,4,399,"AL MUNSIYAH, EAST RIYADH, RIYADH"
960000,APARTMENT,5,4,1049,"AL RAWDAH, NORTH JEDDAH, JEDDAH"
4000000,VILLA,10,4,500,OTHER
4500000,VILLA,7,6,300,"AL NARJIS, NORTH RIYADH, RIYADH"
1150000,APARTMENT,2,3,108,OTHER
2200000,VILLA,6,6,296,"AL QADISIYAH, EAST RIYADH, RIYADH"
1500000,APARTMENT,4,3,216,"AL MUNSIYAH, EAST RIYADH, RIYADH"
7500000,VILLA,6,7,500,OTHER
1250000,APARTMENT,3,3,146,OTHER
680000,APARTMENT,5,4,170,OTHER
510000,APARTMENT,4,3,126,OTHER
3500000,VILLA,11,6,576,OTHER
1550000,APARTMENT,7,2,230,"AL RAWDAH, NORTH JEDDAH, JEDDAH"
850000,APARTMENT,3,3,187,OTHER
680000,APARTMENT,5,4,188,OTHER
1550000,VILLA,6,5,250,OTHER
430000,APARTMENT,3,3,94,OTHER
1050000,APARTMENT,6,4,176,"AL RAWDAH, NORTH JEDDAH, JEDDAH"
1537500,VILLA,6,7,300,OTHER
5500000,VILLA,4,4,279,"AL ARID, NORTH RIYADH, RIYADH"
6000000,REST HOUSE,5,3,2401,OTHER
500000,APARTMENT,5,4,171,OTHER
730000,APARTMENT,5,4,220,OTHER
6700000,VILLA,10,10,540,OTHER
950000,APARTMENT,4,3,143,"AL RIMAL, EAST RIYADH, RIYADH"
799000,APARTMENT,4,3,411,"AL RAWDAH, NORTH JEDDAH, JEDDAH"
519000,APARTMENT,4,3,130,OTHER
520000,APARTMENT,5,4,180,OTHER
499000,APARTMENT,5,3,157,OTHER
10000000,VILLA,11,6,980,OTHER
1400000,FLOOR,4,5,251,OTHER
1150000,FLOOR,3,4,230,OTHER
550000,APARTMENT,3,3,214,OTHER
1055000,APARTMENT,3,3,106,"AL MUNSIYAH, EAST RIYADH, RIYADH"
1150000,FLOOR,3,4,196,OTHER
1450000,FLOOR,3,4,236,OTHER
540000,APARTMENT,3,5,184,OTHER
3750000,VILLA,7,8,343,"QURTUBAH, EAST RIYADH, RIYADH"
1600000,FLOOR,3,4,223,"AL MUNSIYAH, EAST RIYADH, RIYADH"
1850000,VILLA,3,6,200,OTHER
660000,FLOOR,3,3,190,OTHER
845000,APARTMENT,3,2,127,OTHER
1100000,APARTMENT,4,4,308,OTHER
740000,APARTMENT,3,3,128,OTHER
1150000,APARTMENT,4,4,182,OTHER
1450000,VILLA,11,11,600,OTHER
859000,APARTMENT,3,3,134,"AL RIMAL, EAST RIYADH, RIYADH"
23000000,VILLA,6,10,1069,OTHER
1050000,VILLA,6,5,200,OTHER
1080000,VILLA,7,5,200,OTHER
1400000,VILLA,9,5,300,OTHER
1300000,APARTMENT,5,4,188,OTHER
4200000,VILLA,5,5,500,OTHER
2500000,VILLA,4,3,517,OTHER
5350000,VILLA,8,9,450,"AL NARJIS, NORTH RIYADH, RIYADH"
2850000,VILLA,11,5,300,"AL RIMAL, EAST RIYADH, RIYADH"
2500000,VILLA,6,7,385,OTHER
820000,APARTMENT,4,3,128,"AL RIMAL, EAST RIYADH, RIYADH"
1150000,APARTMENT,4,4,142,"AL MUNSIYAH, EAST RIYADH, RIYADH"
1500000,FLOOR,3,3,213,OTHER
2100000,FLOOR,4,5,343,OTHER
1500000,FLOOR,6,3,220,"AL MUNSIYAH, EAST RIYADH, RIYADH"
1100000,FLOOR,4,4,167,"AL RIMAL, EAST RIYADH, RIYADH"
1850000,VILLA,5,6,270,OTHER
1600000,VILLA,7,4,275,"AL RAWDAH, NORTH JEDDAH, JEDDAH"
1050000,VILLA,6,5,539,OTHER
1320000,FLOOR,3,3,2120,OTHER
3380000,VILLA,4,3,798,"QURTUBAH, EAST RIYADH, RIYADH"
2390000,FLOOR,3,3,2250,"AL NARJIS, NORTH RIYADH, RIYADH"
3890000,VILLA,4,4,300,OTHER
485000,APARTMENT,4,2,138,OTHER
1250000,VILLA,4,5,260,"AL JANADRIYAH, EAST RIYADH, RIYADH"
989000,APARTMENT,3,3,131,"AL MUNSIYAH, EAST RIYADH, RIYADH"
930000,APARTMENT,4,3,133,"AL RIMAL, EAST RIYADH, RIYADH"
2000000,VILLA,5,6,275,"AL QADISIYAH, EAST RIYADH, RIYADH"
4100000,VILLA,5,5,360,OTHER
4400000,VILLA,5,5,364,OTHER
1150000,APARTMENT,6,6,696,OTHER
1200000,FLOOR,3,4,205,"AL QADISIYAH, EAST RIYADH, RIYADH"
2635000,FLOOR,3,4,182,"AL NARJIS, NORTH RIYADH, RIYADH"
2315000,FLOOR,3,3,177,"AL NARJIS, NORTH RIYADH, RIYADH"
1995000,FLOOR,3,3,117,"AL NARJIS, NORTH RIYADH, RIYADH"
1250000,APARTMENT,5,4,3200,OTHER
4400000,VILLA,10,8,300,OTHER
650000,APARTMENT,3,3,840,"TUWAIQ, WEST RIYADH, RIYADH"
750000,APARTMENT,4,3,179,OTHER
720000,APARTMENT,5,3,170,OTHER
1150000,FLOOR,3,3,198,"TUWAIQ, WEST RIYADH, RIYADH"
4800000,VILLA,4,3,400,OTHER
930000,APARTMENT,3,3,133,"AL RIMAL, EAST RIYADH, RIYADH"
1300000,VILLA,4,4,225,"AL QADISIYAH, EAST RIYADH, RIYADH"
2800000,VILLA,3,4,345,"QURTUBAH, EAST RIYADH, RIYADH"
1500000,FLOOR,4,4,141,"AL MUNSIYAH, EAST RIYADH, RIYADH"
1470000,FLOOR,5,4,251,OTHER
650000,FLOOR,3,4,123,"AL RIMAL, EAST RIYADH, RIYADH"
850000,FLOOR,3,4,133,"AL RIMAL, EAST RIYADH, RIYADH"
850000,FLOOR,4,3,152,OTHER
660000,FLOOR,3,3,147,OTHER
820000,APARTMENT,3,3,128,"AL RIMAL, EAST RIYADH, RIYADH"
860000,APARTMENT,3,3,128,"AL RIMAL, EAST RIYADH, RIYADH"
970000,APARTMENT,4,3,171,"AL RIMAL, EAST RIYADH, RIYADH"
800000,APARTMENT,5,4,158,"AL RIMAL, EAST RIYADH, RIYADH"
900000,APARTMENT,5,4,179,"AL RIMAL, EAST RIYADH, RIYADH"
1150000,VILLA,6,5,170,"AL RIMAL, EAST RIYADH, RIYADH"
560000,APARTMENT,4,3,132,OTHER
610000,APARTMENT,5,4,202,OTHER
2000000,VILLA,6,5,300,OTHER
1500000,APARTMENT,3,3,136,"AL NARJIS, NORTH RIYADH, RIYADH"
3550000,VILLA,5,4,255,"AL NARJIS, NORTH RIYADH, RIYADH"
470000,APARTMENT,4,4,128,OTHER
700000,APARTMENT,7,4,223,OTHER
1400000,REST HOUSE,4,3,800,OTHER
330000,APARTMENT,3,2,105,OTHER
1300000,REST HOUSE,5,3,5869,OTHER
4200000,VILLA,4,3,300,"AL ARID, NORTH RIYADH, RIYADH"
10000000,REST HOUSE,2,2,3000,"AL RIMAL, EAST RIYADH, RIYADH"
2700000,VILLA,8,6,300,"AL ARID, NORTH RIYADH, RIYADH"
2900000,VILLA,8,6,291,"AL ARID, NORTH RIYADH, RIYADH"
1500000,VILLA,6,3,188,"AL ARID, NORTH RIYADH, RIYADH"
900000,APARTMENT,4,4,115,"AL ARID, NORTH RIYADH, RIYADH"
900000,APARTMENT,4,4,132,"AL ARID, NORTH RIYADH, RIYADH"
2500000,VILLA,5,4,300,"AL MAHDIYAH, WEST RIYADH, RIYADH"
650000,APARTMENT,5,4,155,OTHER
920000,FLOOR,3,2,180,"AL JANADRIYAH, EAST RIYADH, RIYADH"
1300000,VILLA,4,4,140,"AL RAWDAH, NORTH JEDDAH, JEDDAH"
950000,APARTMENT,3,5,139,"AL RAWDAH, NORTH JEDDAH, JEDDAH"
1050000,FLOOR,4,4,93,"TUWAIQ, WEST RIYADH, RIYADH"
850000,FLOOR,4,4,193,"TUWAIQ, WEST RIYADH, RIYADH"
610000,FLOOR,4,3,154,"BADR, SOUTH RIYADH, RIYADH"
800000,APARTMENT,6,4,209,OTHER
650000,APARTMENT,5,3,151,OTHER
480000,APARTMENT,3,2,102,OTHER
690000,APARTMENT,4,3,162,OTHER
750000,APARTMENT,5,3,181,OTHER
650000,APARTMENT,5,4,240,OTHER
1950000,FLOOR,5,5,438,"QURTUBAH, EAST RIYADH, RIYADH"
1380000,APARTMENT,5,3,128,"QURTUBAH, EAST RIYADH, RIYADH"
1000000,FLOOR,4,4,143,"AL RIMAL, EAST RIYADH, RIYADH"
3000000,VILLA,7,5,338,"AL RIMAL, EAST RIYADH, RIYADH"
980000,FLOOR,6,3,148,"AL RIMAL, EAST RIYADH, RIYADH"
250000,APARTMENT,3,3,111,OTHER
350000,APARTMENT,3,2,95,OTHER
2000000,VILLA,7,5,195,OTHER
23599000,VILLA,10,10,1823,OTHER
1800000,VILLA,5,10,420,OTHER
3500000,VILLA,5,6,560,"AL RIMAL, EAST RIYADH, RIYADH"
1000000,APARTMENT,3,3,165,"AL RIMAL, EAST RIYADH, RIYADH"
1300000,APARTMENT,3,3,134,"AL ARID, NORTH RIYADH, RIYADH"
730000,FLOOR,4,4,171,"OKAZ, SOUTH RIYADH, RIYADH"
520000,APARTMENT,3,1,102,"AL SALAMAH, NORTH JEDDAH, JEDDAH"
680000,APARTMENT,5,4,176,OTHER
1650000,APARTMENT,4,4,199,OTHER
1650000,FLOOR,4,4,195,"QURTUBAH, EAST RIYADH, RIYADH"
1350000,APARTMENT,5,4,132,"AL NARJIS, NORTH RIYADH, RIYADH"
725000,APARTMENT,4,3,157,OTHER
1350000,APARTMENT,3,2,6299,OTHER
1250000,APARTMENT,5,5,6299,OTHER
560000,APARTMENT,5,3,162,OTHER
3500000,VILLA,4,5,300,"AL ARID, NORTH RIYADH, RIYADH"
480000,APARTMENT,3,3,750,OTHER
740000,APARTMENT,4,3,194,OTHER
1600000,FLOOR,3,3,223,"AL MUNSIYAH, EAST RIYADH, RIYADH"
980000,APARTMENT,3,3,120,"AL MUNSIYAH, EAST RIYADH, RIYADH"
650000,APARTMENT,4,4,179,OTHER
840000,APARTMENT,4,4,186,OTHER
1200000,FLOOR,4,4,225,OTHER
2000000,VILLA,4,5,276,OTHER
900000,VILLA,8,6,225,OTHER
430000,APARTMENT,4,3,2473,"BADR, SOUTH RIYADH, RIYADH"
1000000,APARTMENT,3,3,128,"AL ARID, NORTH RIYADH, RIYADH"
750000,APARTMENT,5,3,219,OTHER
375000,APARTMENT,3,3,108,OTHER
2000000,FLOOR,4,5,200,"AL MAHDIYAH, WEST RIYADH, RIYADH"
2000000,REST HOUSE,5,4,437,OTHER
4500000,VILLA,5,4,450,"AL MAHDIYAH, WEST RIYADH, RIYADH"
565000,APARTMENT,3,2,131,"TUWAIQ, WEST RIYADH, RIYADH"
630000,FLOOR,3,4,182,"BADR, SOUTH RIYADH, RIYADH"
880000,APARTMENT,2,4,140,"AL MAHDIYAH, WEST RIYADH, RIYADH"
1980000,VILLA,6,6,606,OTHER
550000,APARTMENT,2,2,71,OTHER
600000,APARTMENT,3,2,59,"AL JANADRIYAH, EAST RIYADH, RIYADH"
1250000,FLOOR,4,3,219,"AL QADISIYAH, EAST RIYADH, RIYADH"
700000,FLOOR,3,3,269,"BADR, SOUTH RIYADH, RIYADH"
2200000,FLOOR,3,3,186,OTHER
2500000,VILLA,4,7,500,OTHER
850000,FLOOR,3,3,125,"AL RIMAL, EAST RIYADH, RIYADH"
670000,APARTMENT,2,3,47,"AL RIMAL, EAST RIYADH, RIYADH"
950000,FLOOR,3,4,225,"AL JANADRIYAH, EAST RIYADH, RIYADH"
750000,FLOOR,3,2,164,"AL JANADRIYAH, EAST RIYADH, RIYADH"
3000000,VILLA,6,6,303,OTHER
350000,APARTMENT,4,3,104,OTHER
830000,APARTMENT,3,3,136,"AL RIMAL, EAST RIYADH, RIYADH"
499000,APARTMENT,5,3,166,OTHER
520000,APARTMENT,1,2,88,"AL SALAMAH, NORTH JEDDAH, JEDDAH"
2800000,VILLA,5,5,613,OTHER
1200000,VILLA,4,4,500,OTHER
1950000,FLOOR,3,4,187,"QURTUBAH, EAST RIYADH, RIYADH"
900000,FLOOR,6,3,220,"TUWAIQ, WEST RIYADH, RIYADH"
1250000,APARTMENT,3,4,184,OTHER
2400000,VILLA,5,3,250,"AL MUNSIYAH, EAST RIYADH, RIYADH"
490000,APARTMENT,3,3,125,OTHER
470000,APARTMENT,5,5,161,OTHER
1500000,FLOOR,3,3,89,OTHER
